,unprocessed_tweet,product,emotion,processed_tweet
151,Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,iPad,Positive emotion,offered sxsw ipad promo ninjafinder user fan sxsw suck sxsw
152,@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,,No emotion toward brand or product,mention sxsw austin conference google search interactive music film
153,Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,,No emotion toward brand or product,anyone sxsw know apple selling ipad 2
154,Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,,No emotion toward brand or product,anyone sxsw know apple store new shipment ipads yet
155,Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,,No emotion toward brand or product,marc ecko sxsw launch iphone app autodial political change link edreform edtech eduvc fightthepaddle
156,#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,iPad,Positive emotion,poursite sxsw learning lifechanging impact ipad real people actual life bravo
157,@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,,Positive emotion,mention sxsw lonelyplanet austin guide iphone free limited time link lp travel
158,"More free #SXSW mp3 downloads, this time from iTunes: {link}",,No emotion toward brand or product,free sxsw mp3 downloads time itunes link
159,Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,,No emotion toward brand or product,anyone sxsw heading aclu event seen owt google circle
160,@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,,No emotion toward brand or product,mention sxsw prompt memory go google map describe childhood walk
161,The Apple #SXSW store still has iPad 2's and short lines.,iPad,Positive emotion,apple sxsw store still ipad 2 short line
162,Essential #sxsw tools: {link},,No emotion toward brand or product,essential sxsw tool link
163,"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Other Google product or service,Positive emotion,left sxsw tradeshow demo mention google theatre ok get see presenter using
164,"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",,No emotion toward brand or product,following sxsw tweet google realtime four platform tweet deck listening panel realizing im spoken one today
165,Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,,No emotion toward brand or product,anyone sxsw want ipad 2 im line pick one someone willing pay 50 grab 1
166,Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,iPad,Positive emotion,anyone sxsw want make quick hundred dollar new ipad2 ad hoc apple store get hundred plus cost
167,Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once),,No emotion toward brand or product,solving sxswinduced iphoneintoilet crisis apple store mention crisis
168,"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",Google,Positive emotion,monday sxsw barry diller new york time congress lunch w hotel party google party six dirty martini monday
169,Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,,No emotion toward brand or product,attending sxsw austin guide mention free download itunes link lp
170,"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",iPad or iPhone App,Negative emotion,seriously sxsw testing mobile apps constant ipad crash causing lost schedule sync wp7
171,Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,ready sxsw iphone apps 2 make ur blogging easier link sxsw sxswi
172,ipad2 and #sxsw...a conflagration of doofusness.  {link},iPad,Negative emotion,ipad2 sxswa conflagration doofusness link
173,attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,Apple,Positive emotion,attention sxswers link rumored popup temporary apple store sxsw ipad 2 launch need
174,I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},iPad,Positive emotion,went sxswi lousy ipad sxsw link
175,Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},,No emotion toward brand or product,hey sxsw sxswi folk want learn security come bsidesaustin link
176,Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,,No emotion toward brand or product,attending sxswi work iphone ipad game development looking hire austinbased io developer im man let talk sxsw
177,This is a #WINNING picture #android #google #sxsw {link},Android,Positive emotion,winning picture android google sxsw link
178,GSD&amp;M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,,No emotion toward brand or product,gsdampm google 710 rt mention whats best party hit tonight sxsw mention mention
179,GSD&amp;M + Google Industry Party #SXSW @mention great to meet you  {link},,No emotion toward brand or product,gsdampm google industry party sxsw mention great meet link
180,"You spent $1,000+ to come to SXSW. 

You've already used iPad 1. 

The wait is a couple city blocks. 

Why? #ipad2 #SXSW {link}",iPad,Negative emotion,spent 1000 come sxsw already used ipad 1 wait couple city block ipad2 sxsw link
181,#sxsw day 1 - Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link},,No emotion toward brand or product,sxsw day 1 marissa mayer google connect digital amp physical world mobile link
182,Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,iPhone,Positive emotion,behind 100 email give 1 line iphone composed reply sxsw protip
183,It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,iPad,Positive emotion,like 10pm night line around block popup apple store selling ipad2s sxsw
184,.@mention 1154 free songs from #SXSW (this year alone!) {link},,No emotion toward brand or product,mention 1154 free song sxsw year alone link
185,more than 150 million mobile users for Google Maps for Mobile #SXSW,,No emotion toward brand or product,150 million mobile user google map mobile sxsw
186,Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw,,No emotion toward brand or product,currently 150 people line quotpop apple storequot sxsw
187,"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",,No emotion toward brand or product,ipad 2 available sxsw 64gb wifionly model 699 plus optional leather smart cover 69
188,÷¼ We love 2 entertain youÛ_Please donÛªt be grateful! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,No emotion toward brand or product,love 2 entertain youplease grateful link edchat musedchat sxsw sxswi classical newtwitter
189,Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,,No emotion toward brand or product,le 2 hour announce detail ipad 2 giveaway sxsw sxswi
190,"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",iPad,Negative emotion,im 2 ipad 2 seen wild people say fast still pic terrible sxsw
191,(The iPad 2 queue at #sxsw of course,,No emotion toward brand or product,ipad 2 queue sxsw course
192,The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},iPad,Positive emotion,ipad 2 take sxsw video mention link
193,many iPad 2's snapping away at the keynote slides! #sxsw,iPad,Positive emotion,many ipad 2 snapping away keynote slide sxsw
194,Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,,No emotion toward brand or product,apple 200m user credit card syncd itunes one click purchase winning sxsw
195,Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,,No emotion toward brand or product,2nd cocktail quottexas snowflakequot mention google cnngrill sxsw
196,New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,new post 3 iphone apps well using south southwest interactive link sxsw sxswi
197,New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},,No emotion toward brand or product,new post 3 iphone apps well using south southwest interactive sxsw sxswi link
198,sweet new 3-d google maps demo going on in ballroom D #SXSW,Other Google product or service,Positive emotion,sweet new 3d google map demo going ballroom sxsw
199,More than 35 million miles per day are driving with Google Maps Navigation! #SXSW,Other Google product or service,Positive emotion,35 million mile per day driving google map navigation sxsw
200,rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider ÛÒ about 250 people! Only one more hour. ' #sxsw,,No emotion toward brand or product,rt 4 pm ipad2 line apple store longer wider 250 people one hour sxsw
201,"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",,No emotion toward brand or product,u smart 4 packing extra rt mention way sunny austin sxsw extra iphone stow case mention mention
202,"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",,No emotion toward brand or product,wonder 4sqwill attempt block gowalla crosscheckins way facebook blocked google contact connection sxsw lbswars
203,#SXSW day 5 at the #apple store and there's still a line...and growing {link},Apple,Positive emotion,sxsw day 5 apple store there still lineand growing link
204,"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",,No emotion toward brand or product,check 5 step bulletproof ux strategy sxsw link sxsw rhjrux5 link
205,"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",,No emotion toward brand or product,wandering 6th street girl stopped ceviche mojitos apple juice amp ice cream sxsw
206,"If you're a band at #SXSW and want to share a track with your Audience from stage, use FrostWire for Android if there's Wi-Fi available",Android App,Positive emotion,band sxsw want share track audience stage use frostwire android there wifi available
207,We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW,,No emotion toward brand or product,weve got busy week ahead new book google apps available amazon amp attending sxsw
208,"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",,No emotion toward brand or product,believe went aussie sxsw rt mention ipad 2 sold 70 went new buyer report link
209,ÛÏ@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,,No emotion toward brand or product,mention google spreadsheet 270 party sxsw year oo link mention plan going sxsw party
